,Player,FG%,3PA,3P%,2P%,FT%,ORB,TRB,AST,STL,BLK,PTS,Height
220,Skal Labissiere\labissk01,0.537,0.2,0.375,0.5429999999999999,0.703,1.5,4.9,0.8,0.5,0.4,8.8,83
221,Spencer Hawes\hawessp01,0.484,1.5,0.309,0.556,0.846,0.7,3.5,1.5,0.3,0.6,6.2,85
222,Taj Gibson\gibsota01,0.515,0.2,0.231,0.52,0.715,2.0,6.2,0.9,0.5,0.8,10.8,81
223,Terrence Jones\joneste01,0.47,1.4,0.253,0.508,0.606,1.2,5.7,1.1,0.7,1.0,10.8,81
224,Thaddeus Young\youngth01,0.527,1.6,0.381,0.557,0.523,1.8,6.1,1.6,1.5,0.4,11.0,80
225,Thomas Robinson\robinth01,0.536,0.0,0.0,0.5379999999999999,0.47,1.8,4.6,0.6,0.5,0.2,5.0,82
226,Tobias Harris\harrito02,0.48100000000000004,3.8,0.34700000000000003,0.537,0.841,0.8,5.1,1.7,0.7,0.5,16.1,81
227,Trevor Booker\booketr01,0.516,1.1,0.321,0.546,0.6729999999999999,2.0,8.0,1.9,1.1,0.4,10.0,80
228,Trey Lyles\lylestr01,0.36200000000000004,2.9,0.319,0.4,0.722,0.7,3.3,1.0,0.4,0.3,6.2,82
229,Zach Randolph\randoza01,0.449,1.3,0.223,0.474,0.731,2.5,8.2,1.7,0.5,0.1,14.1,81
230,Aaron Gordon\gordoaa01,0.434,5.9,0.336,0.49700000000000005,0.698,1.5,7.9,2.3,1.0,0.8,17.6,81
231,Al-Farouq Aminu\aminual01,0.395,4.9,0.369,0.43200000000000005,0.738,1.4,7.6,1.2,1.1,0.6,9.3,81
232,Anthony Davis\davisan02,0.534,2.2,0.34,0.5579999999999999,0.828,2.5,11.1,2.3,1.5,2.6,28.1,82
233,Anthony Tolliver\tollian01,0.46399999999999997,4.6,0.436,0.561,0.797,0.6,3.1,1.1,0.4,0.3,8.9,80
234,Blake Griffin\griffbl01,0.43799999999999994,5.6,0.345,0.48200000000000004,0.785,1.3,7.4,5.8,0.7,0.3,21.4,82
235,Bobby Portis\portibo01,0.47100000000000003,3.1,0.359,0.514,0.769,2.2,6.8,1.7,0.7,0.3,13.2,83
236,Carmelo Anthony\anthoca01,0.40399999999999997,6.1,0.35700000000000004,0.43700000000000006,0.767,0.9,5.8,1.3,0.6,0.6,16.2,80
238,Dario Saric\saricda01,0.45299999999999996,5.1,0.39299999999999996,0.501,0.86,2.0,6.7,2.6,0.7,0.3,14.6,82
239,Davis Bertans\bertada01,0.44,3.3,0.373,0.588,0.816,0.2,2.0,1.0,0.3,0.4,5.9,82
240,DeMarre Carroll\carrode01,0.414,5.4,0.371,0.457,0.764,1.4,6.6,2.0,0.8,0.4,13.5,80
241,Dragan Bender\bendedr01,0.386,3.9,0.366,0.426,0.765,0.5,4.4,1.6,0.3,0.6,6.5,85
242,Draymond Green\greendr01,0.45399999999999996,3.7,0.301,0.562,0.775,1.1,7.6,7.3,1.4,1.3,11.0,79
244,Ersan Ilyasova\ilyaser01,0.452,3.7,0.36,0.517,0.778,1.7,5.9,1.3,0.9,0.4,10.9,82
245,Frank Kaminsky\kaminfr01,0.429,3.5,0.38,0.45899999999999996,0.799,0.6,3.6,1.6,0.5,0.2,11.1,84
246,Giannis Antetokounmpo\antetgi01,0.529,1.9,0.307,0.5539999999999999,0.76,2.1,10.0,4.8,1.5,1.4,26.9,83
247,Harrison Barnes\barneha02,0.445,4.3,0.35700000000000004,0.478,0.8270000000000001,1.0,6.1,2.0,0.6,0.2,18.9,80
249,Jabari Parker\parkeja01,0.48200000000000004,2.6,0.38299999999999995,0.514,0.741,1.4,4.9,1.9,0.8,0.3,12.6,80
250,James Johnson\johnsja01,0.503,2.5,0.308,0.5870000000000001,0.698,0.8,4.9,3.8,1.0,0.7,10.8,80
251,JaMychal Green\greenja01,0.457,2.3,0.33899999999999997,0.499,0.721,2.7,8.4,1.4,0.6,0.5,10.3,81
252,Jared Dudley\dudleja01,0.39299999999999996,1.7,0.363,0.452,0.7709999999999999,0.2,2.0,1.6,0.5,0.2,3.2,79
253,Jarell Martin\martija01,0.446,1.3,0.34700000000000003,0.47,0.767,1.3,4.4,1.0,0.5,0.7,7.7,82
254,Jeff Green\greenje02,0.47700000000000004,2.2,0.312,0.54,0.868,0.8,3.2,1.3,0.5,0.4,10.8,81
255,Jerami Grant\grantje01,0.535,1.4,0.29100000000000004,0.613,0.675,1.1,3.9,0.7,0.4,1.0,8.4,81
256,John Collins\collijo01,0.5760000000000001,0.6,0.34,0.598,0.715,2.4,7.3,1.3,0.6,1.1,10.5,82
257,Johnny O'Bryant\obryajo01,0.39799999999999996,1.2,0.326,0.42200000000000004,0.84,0.8,2.6,0.4,0.3,0.2,4.8,81
258,Jonas Jerebko\jerebjo01,0.466,2.1,0.414,0.511,0.807,0.7,3.3,0.6,0.3,0.2,5.8,82
259,Josh Huestis\huestjo01,0.33,1.7,0.287,0.40299999999999997,0.3,0.6,2.3,0.3,0.2,0.6,2.3,79
260,Justise Winslow\winslju01,0.424,1.9,0.38,0.44,0.635,0.9,5.4,2.2,0.8,0.5,7.8,79
261,Kelly Olynyk\olynyke01,0.49700000000000005,3.7,0.379,0.59,0.77,1.2,5.7,2.7,0.8,0.5,11.5,84
262,Kenneth Faried\farieke01,0.514,0.0,0.0,0.517,0.706,2.1,4.8,0.6,0.4,0.4,5.9,80
263,Kevin Durant\duranke01,0.516,6.1,0.419,0.565,0.889,0.5,6.8,5.4,0.7,1.8,26.4,81
264,Kristaps Porzingis\porzikr01,0.439,4.8,0.395,0.45399999999999996,0.7929999999999999,1.3,6.6,1.2,0.8,2.4,22.7,87
265,Kyle Kuzma\kuzmaky01,0.45,5.6,0.366,0.511,0.7070000000000001,1.1,6.3,1.8,0.6,0.4,16.1,81
266,Lance Thomas\thomala01,0.382,1.7,0.40299999999999997,0.364,0.83,0.6,2.4,0.6,0.4,0.2,4.1,80
267,Lauri Markkanen\markkla01,0.434,5.9,0.36200000000000004,0.49700000000000005,0.843,1.2,7.5,1.2,0.6,0.6,15.2,84
268,LeBron James\jamesle01,0.542,5.0,0.36700000000000005,0.603,0.731,1.2,8.6,9.1,1.4,0.9,27.5,80
269,Luc Mbah a Moute\mbahalu01,0.48100000000000004,2.8,0.364,0.599,0.684,0.4,3.0,0.9,1.2,0.4,7.5,80
270,Marcus Morris\morrima03,0.429,4.3,0.368,0.467,0.805,0.8,5.4,1.3,0.6,0.2,13.6,81
271,Markieff Morris\morrima02,0.48,2.8,0.36700000000000005,0.529,0.82,1.0,5.6,1.9,0.8,0.5,11.5,82
272,Marquese Chriss\chrisma01,0.423,2.6,0.295,0.509,0.608,1.1,5.5,1.2,0.7,1.0,7.7,82
273,Marvin Williams\willima02,0.45799999999999996,3.9,0.413,0.512,0.8290000000000001,0.9,4.7,1.2,0.7,0.5,9.5,81
274,Maxi Kleber\klebima01,0.489,1.8,0.313,0.613,0.746,1.0,3.3,0.7,0.4,0.7,5.4,83
275,Michael Beasley\beaslmi01,0.507,1.2,0.395,0.52,0.78,1.3,5.6,1.7,0.5,0.6,13.2,81
276,Mike Scott\scottmi01,0.527,2.1,0.405,0.5820000000000001,0.6579999999999999,0.7,3.3,1.1,0.3,0.1,8.8,80
277,Nemanja Bjelica\bjeline01,0.461,2.7,0.415,0.505,0.8,0.8,4.1,1.3,0.7,0.2,6.8,82
278,Nikola Mirotic\mirotni01,0.447,6.5,0.377,0.525,0.818,1.1,7.4,1.5,0.8,0.7,15.6,82
279,Noah Vonleh\vonleno01,0.444,1.2,0.303,0.5,0.621,1.3,5.8,0.6,0.4,0.3,4.9,81
280,P.J. Tucker\tuckepj01,0.39,3.8,0.371,0.435,0.7170000000000001,1.1,5.6,0.9,1.0,0.3,6.1,78
281,Pascal Siakam\siakapa01,0.508,1.6,0.22,0.612,0.621,1.0,4.5,2.0,0.8,0.5,7.3,81
282,Patrick Patterson\pattepa01,0.39799999999999996,2.1,0.386,0.42100000000000004,0.87,0.4,2.4,0.7,0.6,0.3,3.9,81
283,Paul Millsap\millspa01,0.46399999999999997,3.0,0.345,0.506,0.696,1.7,6.4,2.8,1.0,1.2,14.6,80
284,Quincy Acy\acyqu01,0.35600000000000004,4.2,0.349,0.384,0.8170000000000001,0.6,3.7,0.8,0.5,0.4,5.9,79
285,Rudy Gay\gayru01,0.47100000000000003,2.1,0.314,0.516,0.772,1.3,5.1,1.3,0.8,0.7,11.5,80
286,Ryan Anderson\anderry01,0.431,5.1,0.386,0.539,0.774,1.4,5.0,0.9,0.4,0.3,9.3,82
287,Sam Dekker\dekkesa01,0.494,0.8,0.16699999999999998,0.593,0.6609999999999999,0.6,2.4,0.5,0.3,0.1,4.2,81
288,Semi Ojeleye\ojelese01,0.34600000000000003,1.7,0.32,0.397,0.61,0.5,2.2,0.3,0.3,0.1,2.7,79
289,Serge Ibaka\ibakase01,0.483,3.9,0.36,0.5589999999999999,0.797,1.0,6.3,0.8,0.4,1.3,12.6,82
290,Skal Labissiere\labissk01,0.44799999999999995,0.9,0.353,0.45899999999999996,0.805,1.7,4.8,1.2,0.4,0.8,8.7,83
291,Taj Gibson\gibsota01,0.5770000000000001,0.4,0.2,0.595,0.768,2.4,7.1,1.2,0.8,0.7,12.2,81
292,Thaddeus Young\youngth01,0.48700000000000004,2.2,0.32,0.531,0.598,2.3,6.3,1.9,1.7,0.4,11.8,80
293,Tobias Harris\harrito02,0.46,5.6,0.41100000000000003,0.488,0.8290000000000001,0.7,5.5,2.4,0.9,0.4,18.6,81
294,Trevor Booker\booketr01,0.516,0.5,0.242,0.545,0.71,1.7,4.7,1.2,0.4,0.3,6.3,80
295,Trey Lyles\lylestr01,0.491,3.0,0.381,0.563,0.706,0.8,4.8,1.2,0.4,0.5,9.9,82
296,Tyler Cavanaugh\cavanty01,0.441,2.3,0.36,0.556,0.81,1.2,3.3,0.7,0.2,0.1,4.7,81
297,Zach Randolph\randoza01,0.473,2.5,0.34700000000000003,0.503,0.785,1.6,6.7,2.2,0.7,0.2,14.5,81
